slice_region,region_id,region_area
15-33,blood_167,195.0
15-34,blood_168,1071.5
15-35,blood_170,241.0
15-36,blood_171,1704.0
15-37,blood_173,1289.0
15-38,blood_175,2145.0
15-39,blood_178,373.5
15-40,blood_182,193.0
15-41,blood_183,548.5
15-42,blood_184,6052.5
15-43,blood_185,2511.5
15-44,blood_190,1087.0
15-45,blood_191,2107.0
15-46,blood_193,114.5
15-47,blood_197,382.0
15-48,blood_198,1563.0
15-49,blood_199,2509.5
15-50,blood_202,363.0
15-51,blood_207,688.5
15-52,blood_215,1090.5
15-53,blood_225,1818.0
15-54,blood_229,259.0
15-55,blood_230,435.5
15-56,blood_232,91.0
15-57,blood_233,1315.5
15-58,blood_234,1589.0
15-59,blood_235,1381.5
15-60,blood_237,412.5
15-61,blood_239,914.5
15-62,blood_240,345.5
15-63,blood_241,540.0
15-64,blood_245,1192.5
15-65,blood_250,3785.5
15-66,blood_253,1214.0
15-67,blood_259,1350.0
16-0,blood_302,202.5
16-1,blood_312,185.0
16-2,blood_318,211.5
16-3,blood_321,535.0
16-4,blood_322,898.0
16-5,blood_323,319.0
16-6,blood_324,378.5
16-7,blood_325,91.5
16-8,blood_328,546.5
16-9,blood_329,121.5
16-10,blood_331,1336.0
16-11,blood_332,1402.5
16-12,blood_333,4483.5
16-13,blood_338,8647.0
16-14,blood_342,3651.0
16-15,blood_349,763.0
16-16,blood_352,644.5
16-17,blood_353,4441.5
16-18,blood_355,2764.5
16-19,blood_356,1183.5
16-20,blood_357,810.0
16-21,blood_359,95.5
16-22,blood_360,814.5
16-23,blood_361,2082.5
16-24,blood_363,2761.0
16-25,blood_366,199.0
16-26,blood_367,1258.0
16-27,blood_369,786.0
16-28,blood_371,1759.5
16-29,blood_372,306.5
16-30,blood_373,606.0
16-31,blood_374,753.5
16-32,blood_375,333.0
16-33,blood_376,1150.0
16-34,blood_377,508.5
16-35,blood_378,1131.0
16-36,blood_380,1198.0
16-37,blood_381,3223.0
16-38,blood_382,4703.0
16-39,blood_383,637.0
16-40,blood_384,4686.5
16-41,blood_385,1073.5
16-42,blood_386,171.0
16-43,blood_389,995.0
16-44,blood_390,326.5
16-45,blood_391,181.5
16-46,blood_394,324.0
16-47,blood_395,2353.5
16-48,blood_396,235.0
16-49,blood_404,643.0
16-50,blood_405,3341.5
16-51,blood_410,1128.0
16-52,blood_413,1647.5
16-53,blood_414,324.0
16-54,blood_415,328.0
16-55,blood_421,423.0
16-56,blood_422,1131.0
16-57,blood_424,133.5
16-58,blood_426,633.0
16-59,blood_427,457.5
16-60,blood_429,2503.0
16-61,blood_431,374.0
16-62,blood_432,435.0
16-63,blood_435,601.5
16-64,blood_440,323.5
17-0,blood_581,154.5
17-1,blood_582,126.5
17-2,blood_583,348.5
17-3,blood_584,213.5
17-4,blood_585,158.5
17-5,blood_586,108.0
17-6,blood_587,760.0
17-7,blood_588,2926.0
17-8,blood_589,1856.0
17-9,blood_590,4884.5
17-10,blood_591,1855.0
17-11,blood_592,541.0
17-12,blood_593,453.0
17-13,blood_594,601.0
17-14,blood_595,181.0
17-15,blood_596,6500.0
17-16,blood_597,1311.0
17-17,blood_599,279.0
17-18,blood_600,156.5
17-19,blood_601,637.0
17-20,blood_602,147.5
17-21,blood_603,1207.0
17-22,blood_604,565.0
17-23,blood_605,91.0
17-24,blood_606,1202.5
17-25,blood_607,1026.0
17-26,blood_608,945.0
17-27,blood_609,177.0
17-28,blood_610,276.5
17-29,blood_613,295.5
17-30,blood_615,190.0
17-31,blood_616,1301.5
17-32,blood_619,453.5
17-33,blood_620,171.5
17-34,blood_621,6561.5
17-35,blood_622,391.5
17-36,blood_623,146.5
17-37,blood_624,2516.5
17-38,blood_628,420.0
17-39,blood_629,192.0
17-40,blood_632,646.5
17-41,blood_633,114.5
17-42,blood_634,3800.5
17-43,blood_638,646.0
17-44,blood_639,211.5
17-45,blood_640,725.0
18-0,blood_864,244.0
18-1,blood_865,216.0
18-2,blood_866,827.5
18-3,blood_867,163.0
18-4,blood_868,4266.0
18-5,blood_869,218.0
18-6,blood_870,145.5
18-7,blood_871,5861.5
18-8,blood_872,361.5
18-9,blood_873,1235.0
18-10,blood_874,565.0
18-11,blood_875,478.0
18-12,blood_876,209.0
18-13,blood_877,291.5
18-14,blood_878,119.5
18-15,blood_879,1286.5
18-16,blood_880,217.0
18-17,blood_881,2521.5
18-18,blood_882,543.0
18-19,blood_883,1260.5
18-20,blood_884,1666.0
18-21,blood_885,753.5
18-22,blood_886,144.5
18-23,blood_887,402.0
18-24,blood_888,425.0
18-25,blood_889,359.5
18-26,blood_890,11705.5
18-27,blood_891,15095.0
18-28,blood_892,917.5
18-29,blood_893,179.0
18-30,blood_894,720.0
18-31,blood_895,1001.0
18-32,blood_896,169.0
18-33,blood_897,259.5
18-34,blood_898,450.0
18-35,blood_899,541.5
18-36,blood_900,1110.5
18-37,blood_901,983.0
18-38,blood_902,3334.0
18-39,blood_903,686.0
18-40,blood_904,598.5
18-41,blood_905,1828.0
18-42,blood_906,150.0
18-43,blood_907,7311.0
18-44,blood_908,613.0
18-45,blood_909,770.0
18-46,blood_910,238.0
18-47,blood_911,1008.0
18-48,blood_912,169.5
18-49,blood_913,350.5
18-50,blood_914,1246.5
18-51,blood_915,954.0
18-52,blood_916,560.5
18-53,blood_917,164.5
18-54,blood_918,295.5
18-55,blood_919,398.5
18-56,blood_920,244.0
19-0,blood_1253,224.5
19-1,blood_1271,193.5
19-2,blood_1278,2304.5
19-3,blood_1298,318.5
19-4,blood_1302,303.0
19-5,blood_1306,112.5
19-6,blood_1310,1137.5
19-7,blood_1319,343.0
19-8,blood_1322,3073.5
19-9,blood_1326,3198.0
19-10,blood_1330,2963.5
19-11,blood_1332,1364.0
19-12,blood_1337,10122.0
19-13,blood_1349,198.5
19-14,blood_1354,2349.0
19-15,blood_1355,6190.0
19-16,blood_1364,1662.0
19-17,blood_1368,4234.5
19-18,blood_1372,2469.0
19-19,blood_1375,361.5
19-20,blood_1378,488.0
19-21,blood_1385,2908.0
19-22,blood_1389,1320.0
19-23,blood_1390,4512.0
19-24,blood_1392,329.0
19-25,blood_1395,2218.0
19-26,blood_1398,481.0
19-27,blood_1402,3015.0
19-28,blood_1407,2126.0
19-29,blood_1408,12305.0
19-30,blood_1412,686.5
19-31,blood_1414,2753.0
19-32,blood_1416,194.0
19-33,blood_1419,1312.0
19-34,blood_1421,661.5
19-35,blood_1424,1564.0
19-36,blood_1425,1147.0
19-37,blood_1429,9199.5
19-38,blood_1430,4335.0
19-39,blood_1433,1686.0
19-40,blood_1434,1648.0
19-41,blood_1436,3215.5
19-42,blood_1437,862.0
19-43,blood_1442,748.0
19-44,blood_1445,2632.5
19-45,blood_1446,732.0
19-46,blood_1447,153.0
19-47,blood_1449,3136.0
19-48,blood_1450,721.0
19-49,blood_1454,386.5
19-50,blood_1459,1350.5
20-0,blood_21,2572.5
20-1,blood_24,357.0
20-2,blood_28,6032.5
20-3,blood_32,89.5
20-4,blood_36,167.0
20-5,blood_40,2218.5
20-6,blood_41,175.5
20-7,blood_45,930.0
20-8,blood_49,1898.0
20-9,blood_50,174.0
20-10,blood_51,1811.0
20-11,blood_53,617.5
20-12,blood_57,782.5
20-13,blood_60,127.0
20-14,blood_68,178.5
20-15,blood_71,80.5
20-16,blood_74,543.5
20-17,blood_77,227.0
20-18,blood_81,370.5
20-19,blood_82,389.5
20-20,blood_83,835.0
20-21,blood_89,194.5
20-22,blood_99,141.0
20-23,blood_104,80.5
20-24,blood_106,129.0
20-25,blood_108,394.0
20-26,blood_109,3206.5
20-27,blood_111,81.0
20-28,blood_116,243.0
20-29,blood_117,300.5
20-30,blood_118,2285.0
20-31,blood_119,866.0
20-32,blood_122,731.5
20-33,blood_123,89.0
20-34,blood_127,275.0
20-35,blood_129,1675.5
20-36,blood_141,734.5
20-37,blood_149,227.0
20-38,blood_151,640.5
20-39,blood_153,452.5
20-40,blood_155,157.5
20-41,blood_156,2292.5
20-42,blood_159,194.5
20-43,blood_194,344.5
21-0,blood_294,154.0
21-1,blood_295,98.5
21-2,blood_296,26790.0
21-3,blood_297,5949.0
21-4,blood_298,2100.5
21-5,blood_299,137.0
21-6,blood_300,864.0
21-7,blood_301,955.0
21-8,blood_303,6119.5
21-9,blood_304,176.0
21-10,blood_305,1645.5
21-11,blood_306,349.5
21-12,blood_307,987.0
21-13,blood_308,151.0
21-14,blood_309,364.5
21-15,blood_310,388.5
21-16,blood_311,2490.0
21-17,blood_313,3135.5
21-18,blood_314,2832.0
21-19,blood_315,649.5
21-20,blood_316,326.0
21-21,blood_317,131.0
21-22,blood_319,1317.5
21-23,blood_320,8726.5
21-24,blood_327,18345.0
21-25,blood_330,253.0
21-26,blood_334,383.0
21-27,blood_335,143.5
21-28,blood_337,801.5
21-29,blood_339,467.5
21-30,blood_340,488.0
21-31,blood_341,150.5
21-32,blood_343,2286.5
21-33,blood_344,175.0
21-34,blood_345,192.5
21-35,blood_347,553.0
21-36,blood_348,993.5
21-37,blood_350,269.0
21-38,blood_354,284.0
22-0,blood_598,312.0
22-1,blood_611,211.0
22-2,blood_612,113.0
22-3,blood_614,554.0
22-4,blood_617,204.5
22-5,blood_618,200.0
22-6,blood_625,372.5
22-7,blood_626,252.5
22-8,blood_627,881.0
22-9,blood_630,2712.0
22-10,blood_631,292.5
22-11,blood_635,1042.5
22-12,blood_636,906.0
22-13,blood_637,1488.0
22-14,blood_641,1310.0
22-15,blood_642,141.5
22-16,blood_643,1679.5
22-17,blood_644,402.0
22-18,blood_645,2665.0
22-19,blood_646,144.0
22-20,blood_647,144.0
22-21,blood_648,941.0
22-22,blood_649,501.0
22-23,blood_650,339.5
22-24,blood_651,1726.5
22-25,blood_652,216.5
22-26,blood_653,2059.5
22-27,blood_654,9152.5
22-28,blood_655,2559.5
22-29,blood_656,973.5
22-30,blood_658,357.0
22-31,blood_659,1138.0
22-32,blood_660,900.0
22-33,blood_661,1219.0
22-34,blood_662,461.0
22-35,blood_663,7003.0
22-36,blood_664,87.5
22-37,blood_665,158.5
22-38,blood_666,391.5
22-39,blood_667,996.5
22-40,blood_671,202.0
22-41,blood_674,290.5
23-0,blood_921,37453.5
23-1,blood_922,638.5
23-2,blood_924,234.0
23-3,blood_925,522.0
23-4,blood_926,305.5
23-5,blood_927,1658.5
23-6,blood_928,257.5
23-7,blood_929,1595.5
23-8,blood_930,412.5
23-9,blood_931,705.0
23-10,blood_932,110.5
23-11,blood_933,205.5
23-12,blood_934,709.0
23-13,blood_936,720.0
23-14,blood_937,237.5
23-15,blood_938,320.5
23-16,blood_939,143.5
23-17,blood_940,97.5
23-18,blood_942,262.5
23-19,blood_943,185.0
23-20,blood_944,106.0
23-21,blood_945,592.0
23-22,blood_946,759.5
23-23,blood_947,325.5
23-24,blood_948,4164.0
23-25,blood_949,975.5
23-26,blood_950,539.5
23-27,blood_951,876.5
23-28,blood_954,303.0
23-29,blood_955,293.5
23-30,blood_957,1372.0
23-31,blood_958,407.5
23-32,blood_960,695.5
23-33,blood_963,5755.5
23-34,blood_965,291.5
23-35,blood_966,933.5
23-36,blood_968,754.5
23-37,blood_970,647.5
23-38,blood_972,3159.0
23-39,blood_977,1573.5
23-40,blood_982,93.0
23-41,blood_984,223.5
23-42,blood_995,869.0
23-43,blood_996,88.5
23-44,blood_1001,387.0
23-45,blood_1002,327.5
23-46,blood_1004,765.5
23-47,blood_1008,196.5
23-48,blood_1009,1021.0
23-49,blood_1013,1488.0
23-50,blood_1023,480.5
24-0,blood_1191,132.5
24-1,blood_1192,251.0
24-2,blood_1193,295.0
24-3,blood_1194,114.0
24-4,blood_1195,169.5
24-5,blood_1196,444.5
24-6,blood_1197,450.5
24-7,blood_1198,226.5
24-8,blood_1199,2915.0
24-9,blood_1200,1563.0
24-10,blood_1201,229.0
24-11,blood_1202,1113.5
24-12,blood_1203,188.5
24-13,blood_1204,554.5
24-14,blood_1205,1341.5
24-15,blood_1206,617.0
24-16,blood_1207,223.5
24-17,blood_1208,118.0
24-18,blood_1209,1581.5
24-19,blood_1210,1283.0
24-20,blood_1211,2806.5
24-21,blood_1212,424.5
24-22,blood_1213,268.5
24-23,blood_1214,1963.0
24-24,blood_1215,586.0
24-25,blood_1216,784.5
24-26,blood_1217,100.0
24-27,blood_1218,144.5
24-28,blood_1219,2644.5
24-29,blood_1220,305.0
24-30,blood_1221,359.5
24-31,blood_1222,4321.5
24-32,blood_1223,6520.0
24-33,blood_1224,586.0
24-34,blood_1225,106.5
24-35,blood_1226,5689.0
24-36,blood_1227,1173.0
24-37,blood_1228,591.0
24-38,blood_1229,4155.0
24-39,blood_1230,454.0
24-40,blood_1231,455.0
24-41,blood_1232,1116.5
24-42,blood_1233,465.5
24-43,blood_1234,1036.5
