slice_region,region_id,region_area
15-36,blood_775,1086.0
15-37,blood_777,1466.5
15-38,blood_778,515.5
15-39,blood_783,405.0
15-40,blood_784,402.5
15-41,blood_786,453.0
15-42,blood_787,2944.5
15-43,blood_788,522.5
15-44,blood_790,782.5
15-45,blood_793,330.0
15-46,blood_795,3244.0
15-47,blood_796,398.5
15-48,blood_797,3550.5
15-49,blood_798,212.5
15-50,blood_803,193.5
15-51,blood_804,1029.0
15-52,blood_806,365.5
15-53,blood_807,635.0
15-54,blood_813,1020.5
15-55,blood_815,404.5
15-56,blood_816,289.5
15-57,blood_817,720.5
15-58,blood_818,136.0
15-59,blood_820,373.5
15-60,blood_821,12682.5
15-61,blood_822,1848.5
15-62,blood_823,365.0
15-63,blood_824,764.5
15-64,blood_825,265.5
15-65,blood_827,208.5
15-66,blood_828,136.0
15-67,blood_830,637.0
15-68,blood_832,389.0
15-69,blood_834,1210.0
15-70,blood_836,1624.0
15-71,blood_838,166.0
15-72,blood_840,316.5
15-73,blood_841,372.0
15-74,blood_850,1355.5
15-75,blood_851,584.0
15-76,blood_852,1643.5
15-77,blood_855,653.0
15-78,blood_859,338.5
15-79,blood_861,239.0
15-80,blood_865,481.5
15-81,blood_866,507.5
15-82,blood_867,233.5
15-83,blood_870,292.5
15-84,blood_873,1557.5
15-85,blood_874,223.5
15-86,blood_881,847.0
15-87,blood_882,169.0
15-88,blood_901,1032.5
15-89,blood_910,329.5
16-0,blood_1111,332.5
16-1,blood_1112,1045.0
16-2,blood_1113,5705.5
16-3,blood_1116,11782.0
16-4,blood_1117,1470.5
16-5,blood_1127,287.5
16-6,blood_1129,9158.0
16-7,blood_1135,1058.0
16-8,blood_1143,1160.5
16-9,blood_1145,322.5
16-10,blood_1149,1360.5
16-11,blood_1150,5471.0
16-12,blood_1151,1085.0
16-13,blood_1152,148.0
16-14,blood_1156,180.5
16-15,blood_1157,1495.5
16-16,blood_1161,417.0
16-17,blood_1164,2374.5
16-18,blood_1165,264.5
16-19,blood_1166,374.5
16-20,blood_1169,158.5
16-21,blood_1173,722.5
16-22,blood_1175,521.5
16-23,blood_1176,195.5
16-24,blood_1178,1307.0
16-25,blood_1187,1261.0
16-26,blood_1188,420.5
16-27,blood_1191,329.0
16-28,blood_1193,253.5
16-29,blood_1194,375.5
16-30,blood_1196,345.5
16-31,blood_1197,1225.5
16-32,blood_1198,167.5
16-33,blood_1199,461.5
16-34,blood_1200,278.0
16-35,blood_1206,992.0
16-36,blood_1209,207.0
16-37,blood_1210,538.5
16-38,blood_1213,3667.5
16-39,blood_1214,491.5
16-40,blood_1215,436.0
16-41,blood_1221,208.0
16-42,blood_1223,4454.5
16-43,blood_1225,1330.5
16-44,blood_1229,254.0
16-45,blood_1249,1139.0
16-46,blood_1250,3240.5
16-47,blood_1260,348.5
16-48,blood_1261,468.5
16-49,blood_1267,3435.0
16-50,blood_1272,2598.5
16-51,blood_1280,2083.0
16-52,blood_1281,230.0
16-53,blood_1282,1706.0
16-54,blood_1283,202.5
16-55,blood_1287,174.0
16-56,blood_1289,924.5
16-57,blood_1290,599.5
16-58,blood_1291,2112.5
16-59,blood_1294,650.5
16-60,blood_1295,192.0
16-61,blood_1297,4061.5
16-62,blood_1300,1145.5
16-63,blood_1301,469.0
16-64,blood_1302,167.5
16-65,blood_1303,300.5
16-66,blood_1308,545.0
16-67,blood_1313,253.0
16-68,blood_1314,729.5
16-69,blood_1316,205.0
16-70,blood_1318,10818.0
16-71,blood_1319,202.0
16-72,blood_1323,901.0
16-73,blood_1326,635.0
16-74,blood_1329,232.5
16-75,blood_1345,12898.5
16-76,blood_1352,1771.5
16-77,blood_1355,1150.5
16-78,blood_1357,10539.5
16-79,blood_1358,1370.5
16-80,blood_1360,888.0
16-81,blood_1363,743.0
16-82,blood_1364,409.0
16-83,blood_1366,595.0
16-84,blood_1368,164.5
16-85,blood_1369,2615.5
16-86,blood_1377,5294.5
16-87,blood_1378,441.5
16-88,blood_1381,443.0
16-89,blood_1384,415.0
16-90,blood_1391,270.5
16-91,blood_1392,1028.0
16-92,blood_1394,1206.0
16-93,blood_1398,457.0
16-94,blood_1399,127.0
16-95,blood_1400,507.5
16-96,blood_1401,158.5
16-97,blood_1402,469.5
16-98,blood_1405,125.0
16-99,blood_1407,7417.0
16-100,blood_1408,1364.0
16-101,blood_1409,187.5
16-102,blood_1413,7752.5
16-103,blood_1417,445.5
16-104,blood_1419,460.5
16-105,blood_1422,271.5
16-106,blood_1425,632.5
16-107,blood_1426,260.5
16-108,blood_1427,139.0
16-109,blood_1428,333.5
16-110,blood_1433,597.0
16-111,blood_1435,334.0
16-112,blood_1436,702.5
16-113,blood_1437,148.0
16-114,blood_1438,1014.5
16-115,blood_1440,6873.5
16-116,blood_1442,136.0
16-117,blood_1443,363.0
16-118,blood_1450,136.0
16-119,blood_1452,231.0
16-120,blood_1455,238.5
16-121,blood_1456,572.5
16-122,blood_1458,1033.5
16-123,blood_1459,320.5
16-124,blood_1466,489.5
16-125,blood_1476,14915.5
16-126,blood_1483,1111.0
16-127,blood_1484,505.5
16-128,blood_1491,171.5
16-129,blood_1509,161.0
16-130,blood_1510,181.5
17-0,blood_1109,556.5
17-1,blood_1110,1084.0
17-2,blood_1114,830.5
17-3,blood_1119,666.5
17-4,blood_1121,656.5
17-5,blood_1123,197.0
17-6,blood_1125,310.5
17-7,blood_1128,160.0
17-8,blood_1130,281.5
17-9,blood_1132,435.0
17-10,blood_1134,229.5
17-11,blood_1136,137.5
17-12,blood_1137,15451.5
17-13,blood_1138,158.5
17-14,blood_1139,992.5
17-15,blood_1140,136.0
17-16,blood_1144,657.5
17-17,blood_1147,273.5
17-18,blood_1153,976.5
17-19,blood_1154,895.5
17-20,blood_1162,136.0
17-21,blood_1163,825.0
17-22,blood_1174,229.5
17-23,blood_1179,255.0
17-24,blood_1184,724.5
17-25,blood_1185,433.5
17-26,blood_1190,306.0
17-27,blood_1217,587.0
17-28,blood_1224,546.5
17-29,blood_1226,1668.0
17-30,blood_1228,232.0
17-31,blood_1230,249.0
17-32,blood_1231,1359.5
17-33,blood_1234,363.5
17-34,blood_1237,535.0
17-35,blood_1238,352.0
17-36,blood_1244,492.0
17-37,blood_1247,174.0
17-38,blood_1251,707.5
17-39,blood_1254,4324.5
17-40,blood_1255,161.0
17-41,blood_1259,645.5
17-42,blood_1265,2111.0
17-43,blood_1269,2184.0
17-44,blood_1271,487.0
17-45,blood_1273,161.0
17-46,blood_1274,176.0
17-47,blood_1275,1143.0
17-48,blood_1279,530.5
17-49,blood_1284,238.5
17-50,blood_1285,176.0
17-51,blood_1286,708.0
17-52,blood_1292,5749.5
17-53,blood_1293,583.0
17-54,blood_1296,1316.5
17-55,blood_1315,9825.0
17-56,blood_1333,313.0
17-57,blood_1334,544.0
17-58,blood_1356,497.0
17-59,blood_1359,680.5
17-60,blood_1375,2723.0
17-61,blood_1379,322.0
17-62,blood_1380,128.0
17-63,blood_1382,501.5
17-64,blood_1386,379.0
17-65,blood_1393,169.0
17-66,blood_1396,343.5
17-67,blood_1404,689.5
17-68,blood_1412,1299.5
17-69,blood_1423,179.0
17-70,blood_1446,220.0
17-71,blood_1499,390.0
17-72,blood_1504,136.0
18-0,blood_1124,146.0
18-1,blood_1126,1008.5
18-2,blood_1131,582.5
18-3,blood_1133,4047.0
18-4,blood_1141,459.5
18-5,blood_1142,8252.0
18-6,blood_1146,272.0
18-7,blood_1148,404.0
18-8,blood_1155,136.0
18-9,blood_1158,663.0
18-10,blood_1159,193.5
18-11,blood_1160,1106.5
18-12,blood_1167,814.0
18-13,blood_1168,817.5
18-14,blood_1170,1179.5
18-15,blood_1172,513.0
18-16,blood_1177,297.0
18-17,blood_1180,1961.5
18-18,blood_1182,1089.5
18-19,blood_1183,183.0
18-20,blood_1186,586.5
18-21,blood_1192,438.0
18-22,blood_1201,1156.5
18-23,blood_1202,762.5
18-24,blood_1203,6713.0
18-25,blood_1205,2242.5
18-26,blood_1219,1923.5
18-27,blood_1220,267.5
18-28,blood_1248,1114.0
18-29,blood_1258,1348.0
18-30,blood_1263,1119.5
18-31,blood_1266,553.0
18-32,blood_1270,3098.0
18-33,blood_1278,1623.0
18-34,blood_1299,838.5
18-35,blood_1304,2865.5
18-36,blood_1306,8822.5
18-37,blood_1309,4548.5
18-38,blood_1311,272.0
18-39,blood_1312,617.5
18-40,blood_1320,273.5
18-41,blood_1322,381.0
18-42,blood_1324,505.0
18-43,blood_1327,1026.5
18-44,blood_1328,363.5
18-45,blood_1338,941.5
18-46,blood_1343,775.0
18-47,blood_1348,1178.5
18-48,blood_1350,236.0
18-49,blood_1351,740.0
18-50,blood_1353,480.0
18-51,blood_1361,158.5
18-52,blood_1362,707.0
18-53,blood_1373,169.0
18-54,blood_1376,283.5
18-55,blood_1385,584.5
18-56,blood_1395,762.5
18-57,blood_1406,509.0
18-58,blood_1410,327.5
18-59,blood_1415,1702.0
18-60,blood_1418,4029.5
18-61,blood_1429,544.5
18-62,blood_1430,369.0
18-63,blood_1431,284.5
18-64,blood_1432,136.0
18-65,blood_1434,139.0
18-66,blood_1439,167.0
18-67,blood_1441,786.5
18-68,blood_1447,348.0
18-69,blood_1448,343.0
18-70,blood_1451,239.0
18-71,blood_1460,206.0
18-72,blood_1492,317.0
18-73,blood_1497,198.0
18-74,blood_1506,1296.5
19-0,blood_1115,894.0
19-1,blood_1118,620.5
19-2,blood_1120,184.0
19-3,blood_1122,538.0
19-4,blood_1171,329.5
19-5,blood_1181,17064.5
19-6,blood_1189,4987.5
19-7,blood_1195,279.5
19-8,blood_1204,148.0
19-9,blood_1207,279.5
19-10,blood_1208,136.0
19-11,blood_1211,299.0
19-12,blood_1212,416.5
19-13,blood_1216,10817.5
19-14,blood_1218,1193.5
19-15,blood_1222,3491.5
19-16,blood_1227,136.0
19-17,blood_1232,223.0
19-18,blood_1233,182.0
19-19,blood_1235,345.5
19-20,blood_1236,203.0
19-21,blood_1239,7583.5
19-22,blood_1240,210.5
19-23,blood_1241,295.5
19-24,blood_1242,861.5
19-25,blood_1243,1238.5
19-26,blood_1245,156.5
19-27,blood_1246,148.0
19-28,blood_1252,328.5
19-29,blood_1253,171.5
19-30,blood_1256,288.0
19-31,blood_1257,383.0
19-32,blood_1262,444.0
19-33,blood_1264,4426.0
19-34,blood_1268,914.0
19-35,blood_1276,2115.0
19-36,blood_1288,5977.0
19-37,blood_1298,283.0
19-38,blood_1305,678.5
19-39,blood_1307,1086.0
19-40,blood_1310,1477.0
19-41,blood_1317,699.0
19-42,blood_1321,210.0
19-43,blood_1325,533.5
19-44,blood_1330,814.0
19-45,blood_1331,337.5
19-46,blood_1332,695.5
19-47,blood_1335,165.5
19-48,blood_1336,136.0
19-49,blood_1337,2527.5
19-50,blood_1339,606.0
19-51,blood_1340,244.5
19-52,blood_1341,866.0
19-53,blood_1342,3676.5
19-54,blood_1344,136.0
19-55,blood_1347,720.5
19-56,blood_1349,5186.0
19-57,blood_1354,134.0
19-58,blood_1365,236.5
19-59,blood_1367,203.0
19-60,blood_1371,265.0
19-61,blood_1372,396.0
19-62,blood_1374,613.0
19-63,blood_1383,235.0
19-64,blood_1387,386.5
19-65,blood_1388,234.5
19-66,blood_1389,813.5
19-67,blood_1390,355.5
19-68,blood_1397,817.0
19-69,blood_1403,866.0
19-70,blood_1411,449.0
19-71,blood_1414,12800.0
19-72,blood_1416,195.5
19-73,blood_1420,211.5
19-74,blood_1421,1350.0
19-75,blood_1424,158.5
19-76,blood_1444,537.0
19-77,blood_1445,209.0
19-78,blood_1449,442.0
19-79,blood_1453,477.0
19-80,blood_1454,314.5
19-81,blood_1457,158.5
19-82,blood_1461,174.0
19-83,blood_1462,1461.5
19-84,blood_1463,759.0
19-85,blood_1464,3966.5
19-86,blood_1465,483.5
19-87,blood_1467,271.0
19-88,blood_1468,1972.5
19-89,blood_1469,407.5
19-90,blood_1470,136.0
19-91,blood_1471,537.0
19-92,blood_1472,414.5
19-93,blood_1473,7146.0
19-94,blood_1474,158.5
19-95,blood_1475,207.5
19-96,blood_1477,1086.5
19-97,blood_1478,423.5
19-98,blood_1479,200.5
19-99,blood_1480,578.0
19-100,blood_1481,770.0
19-101,blood_1482,864.0
19-102,blood_1485,637.5
19-103,blood_1486,301.5
19-104,blood_1487,222.0
19-105,blood_1488,1821.0
19-106,blood_1489,208.5
19-107,blood_1490,368.5
19-108,blood_1493,530.5
19-109,blood_1494,698.0
19-110,blood_1495,158.0
19-111,blood_1496,1707.5
19-112,blood_1498,255.5
19-113,blood_1500,136.0
19-114,blood_1501,303.0
19-115,blood_1502,609.5
19-116,blood_1503,169.5
19-117,blood_1507,136.0
19-118,blood_1508,325.5
19-119,blood_1511,1743.5
19-120,blood_1512,820.5
19-121,blood_1513,547.5
19-122,blood_1514,7905.0
19-123,blood_1515,243.0
19-124,blood_1516,5264.5
20-0,blood_1517,6390.0
20-1,blood_1518,307.5
20-2,blood_1519,607.0
20-3,blood_1520,613.5
20-4,blood_1521,136.0
20-5,blood_1522,2608.0
20-6,blood_1523,136.0
20-7,blood_1524,2321.0
20-8,blood_1525,766.0
20-9,blood_1526,255.5
20-10,blood_1527,236.5
20-11,blood_1528,174.0
20-12,blood_1529,643.0
20-13,blood_1530,256.0
20-14,blood_1531,3572.5
20-15,blood_1532,182.0
20-16,blood_1533,268.0
20-17,blood_1534,242.0
20-18,blood_1535,1542.5
20-19,blood_1536,441.5
20-20,blood_1537,199.0
20-21,blood_1538,4040.5
20-22,blood_1539,158.5
20-23,blood_1540,3783.0
20-24,blood_1541,219.0
20-25,blood_1542,580.0
20-26,blood_1543,136.0
20-27,blood_1544,342.5
20-28,blood_1545,148.0
20-29,blood_1546,156.0
20-30,blood_1547,136.0
20-31,blood_1548,178.0
20-32,blood_1549,753.0
20-33,blood_1550,1431.5
20-34,blood_1551,3557.5
20-35,blood_1552,206.5
20-36,blood_1553,3315.0
20-37,blood_1554,2219.5
20-38,blood_1555,495.0
20-39,blood_1556,7610.0
20-40,blood_1557,2127.5
20-41,blood_1558,727.0
20-42,blood_1559,413.5
20-43,blood_1560,234.0
20-44,blood_1561,1501.0
20-45,blood_1562,524.0
20-46,blood_1563,779.5
20-47,blood_1564,989.5
20-48,blood_1565,156.0
20-49,blood_1566,331.0
20-50,blood_1567,2261.0
20-51,blood_1568,1724.0
20-52,blood_1569,663.0
20-53,blood_1570,227.5
20-54,blood_1571,1271.0
20-55,blood_1572,1395.0
20-56,blood_1573,156.0
20-57,blood_1574,1485.5
20-58,blood_1575,3425.5
20-59,blood_1576,901.0
20-60,blood_1577,1313.5
20-61,blood_1578,266.0
20-62,blood_1579,4272.0
20-63,blood_1580,216.0
20-64,blood_1581,575.0
20-65,blood_1582,1707.5
20-66,blood_1583,1109.5
20-67,blood_1584,190.0
20-68,blood_1585,260.0
20-69,blood_1586,136.0
20-70,blood_1587,829.5
20-71,blood_1588,598.0
20-72,blood_1589,28056.0
20-73,blood_1590,11824.5
20-74,blood_1591,828.0
20-75,blood_1592,250.0
20-76,blood_1593,1275.0
20-77,blood_1594,712.0
20-78,blood_1595,183.0
20-79,blood_1596,126.5
20-80,blood_1597,136.0
20-81,blood_1598,202.0
20-82,blood_1599,174.5
20-83,blood_1600,136.0
20-84,blood_1601,324.0
20-85,blood_1602,448.0
20-86,blood_1603,161.5
20-87,blood_1604,269.0
20-88,blood_1605,456.5
20-89,blood_1606,245.5
20-90,blood_1607,363.5
20-91,blood_1608,770.5
20-92,blood_1609,382.5
20-93,blood_1610,229.5
20-94,blood_1611,278.5
20-95,blood_1612,931.0
20-96,blood_1613,645.5
20-97,blood_1614,179.5
20-98,blood_1615,7272.5
20-99,blood_1616,205.0
20-100,blood_1617,1287.0
20-101,blood_1618,167.5
20-102,blood_1619,136.0
20-103,blood_1620,1534.0
20-104,blood_1621,181.5
20-105,blood_1622,203.5
20-106,blood_1623,506.0
20-107,blood_1624,4468.5
20-108,blood_1625,683.5
20-109,blood_1626,130.5
20-110,blood_1627,178.0
20-111,blood_1628,627.0
20-112,blood_1629,505.5
20-113,blood_1630,313.5
20-114,blood_1631,179.0
20-115,blood_1632,269.5
20-116,blood_1633,246.0
20-117,blood_1634,288.0
20-118,blood_1635,161.0
20-119,blood_1636,417.0
20-120,blood_1637,645.0
20-121,blood_1638,200.5
20-122,blood_1639,185.5
20-123,blood_1640,136.0
20-124,blood_1641,1186.5
20-125,blood_1642,222.5
20-126,blood_1643,243.0
20-127,blood_1644,1274.5
20-128,blood_1645,967.5
20-129,blood_1646,136.0
20-130,blood_1647,136.0
20-131,blood_1648,319.5
20-132,blood_1649,189.0
20-133,blood_1650,659.5
20-134,blood_1651,326.0
20-135,blood_1652,249.0
20-136,blood_1653,513.5
20-137,blood_1654,202.0
20-138,blood_1655,762.0
20-139,blood_1656,350.5
20-140,blood_1657,1121.0
20-141,blood_1658,156.0
21-0,blood_1659,1162.0
21-1,blood_1660,273.0
21-2,blood_1661,336.5
21-3,blood_1676,280.0
21-4,blood_1679,479.5
21-5,blood_1680,1457.5
21-6,blood_1682,136.0
21-7,blood_1684,349.0
21-8,blood_1686,264.5
21-9,blood_1687,216.0
21-10,blood_1688,224.5
21-11,blood_1689,549.0
21-12,blood_1692,391.5
21-13,blood_1693,3285.0
21-14,blood_1698,1113.0
21-15,blood_1699,232.5
21-16,blood_1702,175.0
21-17,blood_1705,2667.5
21-18,blood_1707,1535.0
21-19,blood_1708,136.0
21-20,blood_1718,296.0
21-21,blood_1730,267.0
21-22,blood_1737,136.0
21-23,blood_1745,533.0
21-24,blood_1748,2126.5
21-25,blood_1751,682.5
21-26,blood_1754,269.0
21-27,blood_1756,179.5
21-28,blood_1759,443.0
21-29,blood_1760,1537.5
21-30,blood_1761,306.5
21-31,blood_1763,470.5
21-32,blood_1767,697.0
21-33,blood_1775,7034.5
21-34,blood_1776,3798.5
21-35,blood_1780,3501.5
21-36,blood_1790,1740.0
21-37,blood_1793,44493.0
21-38,blood_1800,2844.0
21-39,blood_1807,350.0
21-40,blood_1808,1722.5
21-41,blood_1809,247.0
21-42,blood_1811,181.0
21-43,blood_1813,1711.0
21-44,blood_1814,1788.5
21-45,blood_1818,124.0
21-46,blood_1821,696.5
21-47,blood_1822,165.0
21-48,blood_1823,136.0
21-49,blood_1826,157.5
21-50,blood_1827,563.0
21-51,blood_1830,9017.0
21-52,blood_1831,203.5
21-53,blood_1835,253.0
21-54,blood_1842,423.5
21-55,blood_1844,11999.0
21-56,blood_1846,404.0
21-57,blood_1850,7074.0
21-58,blood_1853,4506.0
21-59,blood_1855,294.0
21-60,blood_1857,180.5
21-61,blood_1858,417.0
21-62,blood_1868,361.0
21-63,blood_1869,1118.5
21-64,blood_1870,160.0
21-65,blood_1872,1002.5
21-66,blood_1873,179.0
21-67,blood_1874,1044.5
21-68,blood_1875,7126.5
21-69,blood_1880,485.5
21-70,blood_1884,152.0
21-71,blood_1886,445.5
21-72,blood_1890,222.5
21-73,blood_1894,282.5
21-74,blood_1895,252.5
21-75,blood_1897,748.0
21-76,blood_1900,178.0
21-77,blood_1903,136.0
21-78,blood_1904,204.0
21-79,blood_1905,264.0
21-80,blood_1906,399.0
22-0,blood_1665,3756.5
22-1,blood_1666,4130.0
22-2,blood_1668,253.0
22-3,blood_1669,215.5
22-4,blood_1670,286.5
22-5,blood_1752,879.0
22-6,blood_1753,156.0
22-7,blood_1755,875.0
22-8,blood_1762,358.0
22-9,blood_1764,174.5
22-10,blood_1765,4406.5
22-11,blood_1769,1315.5
22-12,blood_1770,195.5
22-13,blood_1772,335.5
22-14,blood_1773,161.0
22-15,blood_1777,466.5
22-16,blood_1779,310.0
22-17,blood_1783,290.0
22-18,blood_1784,1159.5
22-19,blood_1786,166.0
22-20,blood_1787,158.5
22-21,blood_1789,136.0
22-22,blood_1791,330.5
22-23,blood_1794,401.0
22-24,blood_1812,726.5
22-25,blood_1816,394.5
22-26,blood_1817,136.0
22-27,blood_1819,476.0
22-28,blood_1820,2644.0
22-29,blood_1825,621.5
22-30,blood_1828,739.5
22-31,blood_1829,5735.5
22-32,blood_1833,383.5
22-33,blood_1836,4515.0
22-34,blood_1840,154.0
22-35,blood_1843,186.0
22-36,blood_1848,1016.5
22-37,blood_1851,3879.0
22-38,blood_1854,3446.0
22-39,blood_1856,407.0
22-40,blood_1863,266.5
22-41,blood_1864,875.0
22-42,blood_1877,394.0
22-43,blood_1878,1143.5
22-44,blood_1883,136.0
22-45,blood_1887,10920.0
22-46,blood_1888,261.5
22-47,blood_1889,158.5
22-48,blood_1892,573.5
22-49,blood_1896,311.5
22-50,blood_1898,4306.5
22-51,blood_1899,160.0
22-52,blood_1901,225.0
22-53,blood_1902,174.5
22-54,blood_1907,836.5
22-55,blood_1909,620.5
22-56,blood_1910,1125.5
22-57,blood_1911,148.0
22-58,blood_1913,158.5
22-59,blood_1914,266.5
22-60,blood_1915,1641.0
22-61,blood_1918,127.0
22-62,blood_1921,177.0
22-63,blood_1923,196.5
22-64,blood_1924,1839.5
22-65,blood_1925,208.0
22-66,blood_1926,908.5
22-67,blood_1927,278.0
22-68,blood_1929,2562.5
22-69,blood_1930,206.5
22-70,blood_1938,1055.0
22-71,blood_1941,4450.0
22-72,blood_1944,320.5
22-73,blood_1950,429.0
22-74,blood_1952,161.0
22-75,blood_1953,207.5
22-76,blood_1954,335.5
22-77,blood_1955,11558.5
22-78,blood_1956,492.5
22-79,blood_1958,327.0
22-80,blood_1961,1066.0
22-81,blood_1962,227.5
22-82,blood_1963,872.0
22-83,blood_1964,240.0
22-84,blood_1965,202.5
22-85,blood_1966,289.0
22-86,blood_1967,660.0
22-87,blood_1968,456.5
22-88,blood_1969,184.5
22-89,blood_1970,333.5
22-90,blood_1971,519.5
22-91,blood_1973,289.0
22-92,blood_1975,344.0
22-93,blood_1976,467.0
22-94,blood_1977,172.0
22-95,blood_1978,127.0
22-96,blood_1980,174.0
22-97,blood_1981,214.5
22-98,blood_1982,302.0
22-99,blood_1983,268.5
22-100,blood_1984,544.0
22-101,blood_1985,320.5
22-102,blood_1986,956.5
22-103,blood_1987,227.5
22-104,blood_1989,290.0
22-105,blood_1990,264.0
22-106,blood_1991,502.0
22-107,blood_1992,324.5
22-108,blood_1993,491.0
22-109,blood_1997,160.0
22-110,blood_1998,376.5
22-111,blood_1999,463.5
22-112,blood_2000,400.5
22-113,blood_2002,178.5
22-114,blood_2003,987.0
22-115,blood_2010,257.0
23-0,blood_1662,271.0
23-1,blood_1663,458.5
23-2,blood_1664,16350.5
23-3,blood_1667,6454.0
23-4,blood_1671,1674.5
23-5,blood_1672,434.0
23-6,blood_1673,353.0
23-7,blood_1674,136.0
23-8,blood_1675,294.5
23-9,blood_1677,1097.5
23-10,blood_1678,281.0
23-11,blood_1681,415.0
23-12,blood_1683,160.0
23-13,blood_1685,6003.5
23-14,blood_1690,144.0
23-15,blood_1691,193.5
23-16,blood_1694,321.5
23-17,blood_1695,513.5
23-18,blood_1696,1356.0
23-19,blood_1697,323.5
23-20,blood_1700,621.0
23-21,blood_1701,797.5
23-22,blood_1703,250.0
23-23,blood_1704,183.0
23-24,blood_1706,629.0
23-25,blood_1709,161.0
23-26,blood_1710,504.5
23-27,blood_1711,127.5
23-28,blood_1712,276.0
23-29,blood_1713,136.0
23-30,blood_1714,1732.5
23-31,blood_1715,276.5
23-32,blood_1716,270.5
23-33,blood_1717,330.0
23-34,blood_1719,469.5
23-35,blood_1720,189.5
23-36,blood_1721,1829.0
23-37,blood_1722,402.0
23-38,blood_1723,797.0
23-39,blood_1724,394.0
23-40,blood_1725,301.5
23-41,blood_1726,627.0
23-42,blood_1727,259.0
23-43,blood_1728,307.5
23-44,blood_1729,189.0
23-45,blood_1731,314.0
23-46,blood_1732,238.0
23-47,blood_1733,1066.5
23-48,blood_1734,422.0
23-49,blood_1735,664.0
23-50,blood_1736,271.5
23-51,blood_1738,20891.0
23-52,blood_1739,713.5
23-53,blood_1740,2081.0
23-54,blood_1741,891.5
23-55,blood_1742,424.5
23-56,blood_1743,229.5
23-57,blood_1744,148.0
23-58,blood_1746,3384.0
23-59,blood_1747,301.5
23-60,blood_1749,136.0
23-61,blood_1750,156.0
23-62,blood_1757,232.0
23-63,blood_1758,4178.5
23-64,blood_1766,15880.5
23-65,blood_1768,156.0
23-66,blood_1771,158.5
23-67,blood_1774,471.0
23-68,blood_1778,264.5
23-69,blood_1781,463.5
23-70,blood_1782,395.0
23-71,blood_1785,415.0
23-72,blood_1788,756.5
23-73,blood_1792,156.0
23-74,blood_1795,239.5
23-75,blood_1796,987.5
23-76,blood_1797,1166.0
23-77,blood_1798,140.0
23-78,blood_1799,555.0
23-79,blood_1801,146.5
23-80,blood_1802,464.0
23-81,blood_1803,300.5
23-82,blood_1804,449.5
23-83,blood_1805,167.5
23-84,blood_1806,4078.5
23-85,blood_1810,290.5
23-86,blood_1815,6499.5
23-87,blood_1824,434.5
23-88,blood_1832,3938.5
23-89,blood_1834,915.0
23-90,blood_1837,278.0
23-91,blood_1838,529.5
23-92,blood_1839,3562.0
23-93,blood_1841,1663.5
23-94,blood_1845,194.5
23-95,blood_1847,2811.0
23-96,blood_1849,164.5
23-97,blood_1852,354.0
23-98,blood_1859,279.0
23-99,blood_1860,442.0
23-100,blood_1861,399.5
23-101,blood_1862,965.0
23-102,blood_1865,1258.0
23-103,blood_1866,2719.5
23-104,blood_1867,201.5
23-105,blood_1871,1376.5
23-106,blood_1876,171.5
23-107,blood_1879,3342.5
23-108,blood_1881,136.0
23-109,blood_1882,594.0
23-110,blood_1885,816.5
23-111,blood_1891,366.0
23-112,blood_1893,217.5
23-113,blood_1908,204.5
23-114,blood_1912,326.0
23-115,blood_1916,136.0
23-116,blood_1917,841.5
23-117,blood_1919,244.0
23-118,blood_1920,886.5
23-119,blood_1922,655.0
23-120,blood_1928,264.0
23-121,blood_1931,804.0
23-122,blood_1932,273.0
23-123,blood_1933,315.0
23-124,blood_1934,136.0
23-125,blood_1935,122.0
23-126,blood_1936,182.0
23-127,blood_1937,136.0
23-128,blood_1939,180.5
23-129,blood_1940,166.5
23-130,blood_1942,148.0
23-131,blood_1943,180.5
23-132,blood_1945,160.0
23-133,blood_1946,788.0
23-134,blood_1947,167.5
23-135,blood_1948,169.0
23-136,blood_1949,148.0
23-137,blood_1951,136.0
23-138,blood_1957,316.5
23-139,blood_1959,10681.5
23-140,blood_1960,664.5
23-141,blood_1972,1253.0
23-142,blood_1979,136.0
23-143,blood_1988,134.0
23-144,blood_1995,148.0
23-145,blood_1996,183.0
23-146,blood_2001,369.5
23-147,blood_2004,1486.0
23-148,blood_2006,264.0
23-149,blood_2007,2645.5
23-150,blood_2008,16965.0
23-151,blood_2009,151.5
24-0,blood_2012,20230.0
24-1,blood_2014,4430.0
24-2,blood_2016,628.0
24-3,blood_2018,595.5
24-4,blood_2019,227.5
24-5,blood_2020,151.0
24-6,blood_2021,537.5
24-7,blood_2022,257.0
24-8,blood_2024,11145.5
24-9,blood_2025,458.0
24-10,blood_2030,239.0
24-11,blood_2032,249.5
24-12,blood_2033,195.0
24-13,blood_2036,136.0
24-14,blood_2037,421.5
24-15,blood_2044,1031.5
24-16,blood_2045,444.5
24-17,blood_2046,1162.5
24-18,blood_2047,807.0
24-19,blood_2050,271.0
24-20,blood_2051,121.0
24-21,blood_2054,156.0
24-22,blood_2056,148.0
24-23,blood_2059,171.5
24-24,blood_2061,690.5
24-25,blood_2062,444.0
24-26,blood_2064,169.0
24-27,blood_2065,136.0
24-28,blood_2068,574.5
24-29,blood_2069,781.5
24-30,blood_2071,2232.0
24-31,blood_2072,962.0
24-32,blood_2074,4558.5
24-33,blood_2075,299.5
24-34,blood_2076,1280.5
24-35,blood_2077,148.0
